,,,,,,POPULARITY,,INTELLIGENCE (TRAINABILITY),,,,,LONGEVITY,,,GENETIC DISEASES,,,,CUTENESS,,LIFETIME COST,PURCHASE PRICE,,,,FOOD COSTS,,,,,OTHER REGULAR COSTS,,,,,,,,ONE OFFS,,OTHER,,,SIZE ,,,,,,,,,
Dog breed,,exclude?,,category,,"popularity ranking (1-173, 1 = most popular)",,intelligence ranking,intelligence category,repetitions to understand new commands,obey first command (% of time),,life expectancy (years),survey sample size,,congenital ailments: summary / areas affected,No.,congenital ailments: detail,,cuteness rating (adults),,"total lifetime cost, $",average price (US $),price bracket,lowest (US$),highest (US$),"food per week, average, £","min, £","max, £","food per week, $","food per lifetime, $","total per lifetime, $","total  per year, $","total, per year, £","toys, presents, treats, per year, £","pet sitters, per year, £","grooming, per year, £","vet fees per year, £","kennels per year, £","one offs, $",,grooming required,suitability for children,,size category,weight (kg),weight (lbs),shoulder height (cm),shoulder height (in),,note,source,link,
,,X = exclude,,American Kennel Club group,,"US. American Kennel Club registrations 2011, pure breeds only",,,,,,,weighted average - see note,<20 = not trustworthy,,only serious + common for breed,serious only,only serious + common for breed,,6 = super cute. 1 = not at all cute. subjective!,,,"mean, from puppyfind.com",,,,,,,converted to US $ using Google Finance,food per week x 52.1775 x average lifespan (column N),"if no average lifespan data, then 'no data'",converted to US $ using Google Finance,,averaged across all dog breeds. pet food excluded as calculated separately (see food costs),,,,,"Initial outlay: leash, collar, ID tag; food dishes; crate & bedding; toys and chews.",,once every.. (day / week),"high, medium, low",,,"mean of 'ideal' range for breed, mean of dogs and bitches",,,,,"popularity ranking: some breeds not included. intelligence ranking: some rank spots have multiple breeds. longevity is weighted average (mean) of several sources. price is mean price, first 10 puppies/breed, puppyfind.com 11-13 July 2012.",,,
German Shepherd,,,,herding,,2,,3,Brightest,<5,>95,,9.73,795,,"nerves, pancreas, blood (hemophilia), hip joints",8,"Degenerative myelopathy (nerve disorder), Exocrine pancreatic insufficiency, Hemophilia, Hip dysplasia, Renal cystadenocarcinoma and nodular dermatofibrosis, Pannus - chronic superficial keratitis, Panosteitis, Perianal fistula

",,3,,"14,739",820,mid-price,400,1495,5.75,4,7.5,7.48,"3,797","9,922","1,020",784,121,126,244,177,116,200,,week,medium,,large,no data,no data,61,24,,,,,
German Shorthaired Pointer,,,,sporting,,15,,17,Excellent,15-May,>85,,11.46,203,,hip problems,1,hip dysplasia,,4,,no data,545,budget,200,850,no data,no data,no data,no data,no data,"11,686","1,020",784,121,126,244,177,116,200,,-,-,,large,28,62.5,61,24,,,,,
German Wirehaired Pointer,,,,sporting,,75,,44,Average,25-40,>50,,10,41,,hip problems,1,hip dysplasia,,3,,no data,655,budget,600,800,no data,no data,no data,no data,no data,"10,197","1,020",784,121,126,244,177,116,200,,-,-,,large,no data,no data,61,24,,,,,
Giant Schnauzer,,,,working,,95,,28,Above average,15-25,>70,,10,39,,hip problems,1,hip dysplasia,,4,,no data,810,mid-price,400,1500,no data,no data,no data,no data,no data,"10,197","1,020",784,121,126,244,177,116,200,,-,-,,large,no data,no data,65,25.5,,,,,
Glen of Imaal Terrier,,,,terrier,,158,,no data,no data,no data,no data,,10.42,6,,no data,no data,no data,,5,,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"10,626","1,020",784,121,126,244,177,116,200,,-,-,,small,16,35,34,13.25,,,,,
Golden Retriever,,,,sporting,,4,,4,Brightest,<5,>95,,12.04,1314,,"elbows, hips, eyes, heart ",4,"elbow dysplasia, hip dysplasia, retinal dysplasia, subaortic stenosis",,4,,"18,134",958,mid-price,325,2500,5.75,4,7.5,7.48,"4,698","12,278","1,020",784,121,126,244,177,116,200,,week,high,,medium,27,60,58,22.75,,,,,
Gordon Setter,,,,sporting,,94,,34,Above average,15-25,>70,,11.1,169,,hip problems,1,hip dysplasia,,5,,"16,551",700,mid-price,500,100,5.75,4,7.5,7.48,"4,332","11,319","1,020",784,121,126,244,177,116,200,,week,high,,large,28,62.5,64,25,,3 dogs only,,,
Great Dane,,,,working,,19,,48,Average,25-40,>50,,6.96,667,,"heart, spinal, hip problems, fatal stomach bloat",4,"Dilated cardiomyopathy, Cervical vertebral instability (Wobbler syndrome), Gastric dilatation-volvulus, Hip dysplasia",,3,,"12,470","1,040",mid-price,500,2500,8.75,7.5,10,11.38,"4,133","7,097","1,020",784,121,126,244,177,116,200,,week,high,,large,no data,no data,76,30,,min height for males,,,
Great Pyrenees,,,,working,,71,,64,Fair,40-80,>30,,10,454,,hip problems,1,hip dysplasia,,3,,no data,503,budget,225,800,no data,no data,no data,no data,no data,"10,197","1,020",784,121,126,244,177,116,200,,-,-,,large,no data,no data,72,28.5,,"Excludes death from accidents (10.47%), euthanasia for temperament problems (9.13%), and dogs euthanized within 8 weeks of birth (2.23%).   With those included, median longevity would probably be about 9 yrs. ",,,
Greater Swiss Mountain Dog,,,,working,,82,,no data,no data,no data,no data,,6.8,71,,hip problems,1,hip dysplasia,,3,,no data,"1,605",high-end,900,2500,no data,no data,no data,no data,no data,"6,934","1,020",784,121,126,244,177,116,200,,-,-,,large,no data,no data,66,26,,,,,
Greyhound,,,,hound,,140,,46,Average,25-40,>50,,9.36,74,,blood vessel disorders,1,familial vasculopathy,,2,,"13,461","1,175",mid-price,200,2500,4,4,4,5.2,"2,541","9,545","1,020",784,121,126,244,177,116,200,,week,high,,large,29,65,no data,no data,,,,,
Harrier,,,,hound,,172,,no data,no data,no data,no data,,no data,-,,none,0,none,,3,,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"1,020",784,121,126,244,177,116,200,,-,-,,medium,no data,no data,51,20,,,,,
Havanese,,,,toy,,31,,no data,no data,no data,no data,,10.25,3,,none,0,none,,6,,no data,830,mid-price,300,1500,no data,no data,no data,no data,no data,"10,452","1,020",784,121,126,244,177,116,200,,-,-,,small,no data,no data,25,9.75,,,,,
Ibizan Hound,,,,hound,,149,,53,Average,25-40,>50,,no data,-,,none,0,none,,2,,no data,"1,500",high-end,1500,1500,5.75,4,7.5,7.48,no data,no data,"1,020",784,121,126,244,177,116,200,,week,high,,large,no data,no data,64,25,,Only 2 puppies for sale,,,
Icelandic Sheepdog,,,,herding,,143,,no data,no data,no data,no data,,no data,-,,no data,no data,no data,,3,,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"1,020",784,121,126,244,177,116,200,,-,-,,medium,no data,no data,44,17.25,,,,,
Irish Red and White Setter,,,,sporting,,147,,no data,no data,no data,no data,,11.57,199,,no data,no data,no data,,3,,no data,"1,000",mid-price,"1,000","1,000",no data,no data,no data,no data,no data,"11,798","1,020",784,121,126,244,177,116,200,,-,-,,large,no data,no data,62,24.25,,only 2 dogs for sale,,,
Irish Setter,,,,sporting,,70,,35,Above average,15-25,>70,,11.63,922,,"hip, eye problems",2,"Hip dysplasia, Progressive retinal atrophy",,3,,"17,123",525,budget,300,1000,5.75,4,7.5,7.48,"4,538","11,860","1,020",784,121,126,244,177,116,200,,week,high,,large,29,65,66,26,,,,,
Irish Terrier,,,,terrier,,132,,53,Average,25-40,>50,,no data,-,,none,0,none,,4,,no data,588,budget,400,850,5.75,4,7.5,7.48,no data,no data,"1,020",784,121,126,244,177,116,200,,week,high,,medium,12,26,46,18,,,,,
Irish Water Spaniel,,,,sporting,,150,,24,Excellent,15-May,>85,,9.33,95,,hip problems,1,hip dysplasia,,4,,no data,no data,no data,no data,no data,8.75,7.5,10,11.38,"5,540","9,514","1,020",784,121,126,244,177,116,200,,week,high,,medium,25,55,57,22.5,,,,,
Irish Wolfhound,,,,hound,,79,,41,Average,25-40,>50,,6.94,121,,"heart, liver, hip problems",3,"Dilated cardiomyopathy, Hip dysplasia, Portosystemic shunt",,2,,"15,675","1,333",mid-price,800,1550,15,15,15,19.51,"7,065","7,077","1,020",784,121,126,244,177,116,200,,week,high,,large,no data,no data,81,32,,,,,
Italian Greyhound,,,,toy,,65,,60,Fair,40-80,>30,,10.02,203,,none,0,none,,5,,"13,938",800,mid-price,500,120,4,4,4,5.2,"2,720","10,218","1,020",784,121,126,244,177,116,200,,week,low,,small,no data,no data,36,14,,,,,
Japanese Chin,,,,toy,,78,,62,Fair,40-80,>30,,9.25,38,,none,0,none,,6,,no data,513,budget,200,800,no data,no data,no data,no data,no data,"9,433","1,020",784,121,126,244,177,116,200,,-,-,,small,no data,no data,24,9.5,,,,,
Keeshond,,,,non-sporting,,98,,16,Excellent,15-May,>85,,12.17,104,,hip problems,1,hip dysplasia,,5,,no data,610,budget,350,1000,no data,no data,no data,no data,no data,"12,410","1,020",784,121,126,244,177,116,200,,-,-,,medium,no data,no data,44,17.5,,,,,
Kerry Blue Terrier,,,,terrier,,124,,35,Above average,15-25,>70,,9.4,353,,heart problems,1,Patent ductus arteriosus (PDA),,3,,"14,654","1,200",mid-price,900,1500,5.75,4,7.5,7.48,"3,668","9,586","1,020",784,121,126,244,177,116,200,,day,medium,,medium,17,36.5,47,18.5,,,,,
Komondor,,,,working,,166,,no data,no data,no data,no data,,9.17,10,,hip problems,1,hip dysplasia,,2,,no data,656,budget,500,850,no data,no data,no data,no data,no data,"9,351","1,020",784,121,126,244,177,116,200,,-,-,,large,45,100,70,27.5,,,,,
Kuvasz,,,,working,,148,,42,Average,25-40,>50,,no data,-,,hip problems,1,hip dysplasia,,4,,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"1,020",784,121,126,244,177,116,200,,-,-,,large,42,92.5,71,28,,,,,
Labrador Retriever,,,,sporting,,1,,7,Brightest,<5,>95,,12.04,1101,,"elbows, hips, eyes",3,"elbow dysplasia, hip dysplasia, retinal dysplasia",,4,,"17,986",810,mid-price,299,1500,5.75,4,7.5,7.48,"4,698","12,278","1,020",784,121,126,244,177,116,200,,week,high,,medium,31,67.5,58,23,,,,,
Lakeland Terrier,,,,terrier,,135,,62,Fair,40-80,>30,,no data,-,,none,0,none,,4,,no data,"1,093",mid-price,575,1600,5.75,4,7.5,7.48,no data,no data,"1,020",784,121,126,244,177,116,200,,week,high,,small,8,17,37,14.5,,,,,
Leonberger,,,,working,,103,,no data,no data,no data,no data,,6.98,125,,no data,no data,no data,,3,,"12,943","1,480",mid-price,700,1800,8.75,7.5,10,11.38,"4,145","7,118","1,020",784,121,126,244,177,116,200,,week,high,,large,no data,no data,72,28.5,,5 dogs for sale only,,,
Lhasa Apso,,,,non-sporting,,62,,68,Fair,40-80,>30,,13.92,91,,'dry eye',1,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",,6,,"18,524",350,budget,175,550,4,4,4,5.2,"3,779","14,195","1,020",784,121,126,244,177,116,200,,week,high,,small,7,15,27,10.5,,,,,
Löwchen,,,,non-sporting,,152,,no data,no data,no data,no data,,10,9,,none,0,none,,5,,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"10,197","1,020",784,121,126,244,177,116,200,,-,-,,small,no data,no data,33,13,,,,,
Maltese,,,,toy,,23,,59,Fair,40-80,>30,,12.25,42,,heart problems,1,Patent ductus arteriosus (PDA),,6,,no data,650,budget,300,1000,no data,no data,no data,no data,no data,"12,492","1,020",784,121,126,244,177,116,200,,-,-,,small,2,5,no data,no data,,,,,
Manchester Terrier,,,,terrier,,119,,32,Above average,15-25,>70,,9.32,142,,none,0,none,,2,,no data,720,mid-price,140,1500,no data,no data,no data,no data,no data,"9,504","1,020",784,121,126,244,177,116,200,,-,-,,small,8,17,no data,no data,,only 7 puppies for sale. weight for standard (not miniature),,,
Mastiff,,,,working,,28,,72,Lowest,80-100,<25,,6.5,94,,"hip, heart problems",2,"Hip dysplasia, Pulmonic stenosis",,3,,no data,900,mid-price,150,1200,no data,no data,no data,no data,no data,"6,628","1,020",784,121,126,244,177,116,200,,-,-,,large,no data,no data,76,30,,min weight for dogs,,,
Miniature Bull Terrier,,,,terrier,,127,,no data,no data,no data,no data,,6.6,73,,none,0,none,,1,,no data,"1,740",high-end,999,2800,no data,no data,no data,no data,no data,"6,730","1,020",784,121,126,244,177,116,200,,-,-,,small,no data,no data,30,12,,,,,
Miniature Pinscher,,,,toy,,42,,37,Above average,15-25,>70,,no data,-,,none,0,none,,3,,no data,535,budget,300,900,no data,no data,no data,no data,no data,no data,"1,020",784,121,126,244,177,116,200,,-,-,,small,no data,no data,29,11.25,,,,,
Miniature Schnauzer,,,,terrier,,12,,12,Excellent,15-May,>85,,11.81,232,,"liver, sinus problems",2,"Portosystemic shunt, Sick sinus syndrome",,3,,no data,715,mid-price,200,1600,no data,no data,no data,no data,no data,"12,043","1,020",784,121,126,244,177,116,200,,-,-,,small,no data,no data,33,13,,,,,
Neapolitan Mastiff,,,,working,,110,,no data,no data,no data,no data,,no data,-,,hip problems,1,hip dysplasia,,1,,no data,"1,760",high-end,850,3500,15,15,15,19.51,no data,no data,"1,020",784,121,126,244,177,116,200,,week,high,,large,59,130,70,27.5,,,,,
Newfoundland,,,,working,,43,,34,Above average,15-25,>70,,9.32,340,,"hip problems, heart defects",2,"subaortic stenosis, hip dysplasia",,4,,"16,416","1,178",mid-price,500,2000,8.75,7.5,10,11.38,"5,535","9,504","1,020",784,121,126,244,177,116,200,,week,high,,large,57,125,69,27,,,,,
Norfolk Terrier,,,,terrier,,120,,56,Fair,40-80,>30,,13.07,324,,none,0,none,,5,,"20,712","2,083",high-end,250,2500,5.75,4,7.5,7.48,"5,100","13,328","1,020",784,121,126,244,177,116,200,,week,medium,,small,5,12,24,9.5,,price: 9 puppies only,,,
Norwegian Buhund,,,,herding,,165,,no data,no data,no data,no data,,12.67,17,,no data,no data,no data,,3,,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"12,920","1,020",784,121,126,244,177,116,200,,-,-,,medium,15,33,44,17.25,,,,,
Norwegian Elkhound,,,,hound,,96,,36,Above average,15-25,>70,,no data,-,,hip problems,1,hip dysplasia,,2,,no data,448,budget,350,500,no data,no data,no data,no data,no data,no data,"1,020",784,121,126,244,177,116,200,,-,-,,medium,23,51.5,51,20,,price: 5 puppies only,,,
Norwegian Lundehund,,,,non-sporting,,170,,no data,no data,no data,no data,,no data,-,,no data,no data,no data,,3,,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"1,020",784,121,126,244,177,116,200,,-,-,,small,no data,no data,34,13.5,,,,,
Norwich Terrier,,,,terrier,,89,,38,Above average,15-25,>70,,no data,-,,none,0,none,,4,,no data,"1,245",mid-price,750,2000,5.75,4,7.5,7.48,no data,no data,"1,020",784,121,126,244,177,116,200,,week,medium,,small,5,12,25,10,,,,,
Nova Scotia Duck Tolling Retriever,,,,sporting,,107,,no data,no data,no data,no data,,6.5,150,,hip problems,1,hip dysplasia,,3,,"10,865","1,500",high-end,1500,1500,5.75,4,7.5,7.48,"2,537","6,628","1,020",784,121,126,244,177,116,200,,week,high,,medium,no data,no data,48,19,,4 dogs for sale only,,,
Old English Sheepdog,,,,herding,,84,,63,Fair,40-80,>30,,11.19,111,,hip problems,1,hip dysplasia,,5,,"19,087",832,mid-price,500,1000,8.75,7.5,10,11.38,"6,645","11,411","1,020",784,121,126,244,177,116,200,,day,high,,medium,no data,no data,56,22,,,,,
Otterhound,,,,hound,,169,,46,Average,25-40,>50,,10.8,41,,hip problems,1,hip dysplasia,,3,,no data,no data,no data,no data,no data,5.75,4,7.5,7.48,"4,215","11,013","1,020",784,121,126,244,177,116,200,,week,high,,large,44,97.5,65,25.5,,,,,
Papillon,,,,toy,,38,,8,Brightest,<5,>95,,13,100,,"cataracts, hair loss, heart, eye, blood clotting disorders",5,"Cataracts, Follicular dysplasias, Mitral valve dysplasia, Progressive retinal atrophy, von Willebrand's disease",,6,,"17,726",740,mid-price,400,1000,4,4,4,5.2,"3,529","13,257","1,020",784,121,126,244,177,116,200,,week,medium,,small,no data,no data,24,9.5,,,,,
Parson Russell Terrier,,,,terrier,,97,,no data,no data,no data,no data,,no data,-,,none,0,none,,4,,no data,528,budget,150,850,5.75,4,7.5,7.48,no data,no data,"1,020",784,121,126,244,177,116,200,,week,medium,,small,7,15,34,13.5,,,,,
Pekingese,,,,toy,,64,,74,Lowest,80-100,<25,,11.56,94,,knee problems,1,Patellar luxation,,6,,"17,384",885,mid-price,200,3800,5.75,4,7.5,7.48,"4,511","11,788","1,020",784,121,126,244,177,116,200,,n/a,medium,,small,6,13,no data,no data,,to weigh no more than 14 pounds,,,
Pembroke Welsh Corgi,,,,herding,,25,,11,Excellent,15-May,>85,,12.25,116,,"cataracts + other eye problems, connective tissue, nerves, kidneys, spine, blood clotting disorders",9,"Cataracts, Corneal dystrophy, Cutaneous asthenia (Ehlers-Danlos syndrome), Degenerative myelopathy, Familial kidney disease, Intervertebral disk disease, Persistent pupillary membranes (PPM), Retinal dysplasia, von Willebrand's disease",,4,,no data,587,budget,375,750,no data,no data,no data,no data,no data,"12,492","1,020",784,121,126,244,177,116,200,,-,-,,small,12,26,28,11,,,,,
Petit Basset Griffon Vendeen,,,,hound,,131,,62,Fair,40-80,>30,,12.7,45,,none,0,none,,5,,no data,400,budget,250,700,no data,no data,no data,no data,no data,"12,951","1,020",784,121,126,244,177,116,200,,-,-,,small,no data,no data,36,14,,price: 3 puppies for sale only,,,
Pharaoh Hound,,,,hound,,151,,37,Above average,15-25,>70,,11.83,15,,none,0,none,,2,,"17,792",913,mid-price,475,1000,5.75,4,7.5,7.48,"4,616","12,063","1,020",784,121,126,244,177,116,200,,week,medium,,medium,no data,no data,58,23,,price: 6 puppies for sale only,,,
Plott,,,,hound,,145,,no data,no data,no data,no data,,no data,-,,none,0,none,,3,,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"1,020",784,121,126,244,177,116,200,,-,-,,medium,23,50,57,22.5,,,,,
Pointer,,,,sporting,,115,,43,Average,25-40,>50,,12.42,145,,hip problems,1,hip dysplasia,,3,,"20,534",294,budget,50,500,8.75,7.5,10,11.38,"7,375","12,665","1,020",784,121,126,244,177,116,200,,week,high,,large,27,59.5,65,25.5,,English Pointer. price: 8 puppies for sale only,,,
Polish Lowland Sheepdog,,,,herding,,159,,no data,no data,no data,no data,,10.8,30,,no data,no data,no data,,4,,no data,no data,no data,no data,no data,5.75,4,7.5,7.48,"4,215","11,013","1,020",784,121,126,244,177,116,200,,week,medium,,medium,no data,no data,47,18.5,,,,,
Pomeranian,,,,toy,,17,,23,Excellent,15-May,>85,,9.67,29,,heart problems,1,Patent ductus arteriosus (PDA),,6,,"13,356",670,budget,200,1500,4,4,4,5.2,"2,625","9,861","1,020",784,121,126,244,177,116,200,,week,medium,,small,2,5,no data,no data,,,,,
Poodle,,,,non-sporting,,8,,2,Brightest,<5,>95,,11.95,1178,,"fatal stomach bloat, skin disorder",2,"Gastric dilatation-volvulus (serious stomach disorder), sebaceous adenitis (skin disorder)",,3,,"17,949",900,mid-price,500,1500,5.75,4,7.5,7.48,"4,663","12,186","1,020",784,121,126,244,177,116,200,,week,medium,,medium,no data,no data,41,16,,15 in is min height for standard poodle,,,
Portuguese Water Dog,,,,working,,56,,no data,no data,no data,no data,,11.42,6,,none,0,none,,4,,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"11,645","1,020",784,121,126,244,177,116,200,,-,-,,medium,22,47.5,51,20,,,,,
Pug,,,,toy,,26,,57,Fair,40-80,>30,,11,163,,'dry eye',1,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",,1 or 6 depending on taste,,no data,469,budget,250,699,no data,no data,no data,no data,no data,"11,217","1,020",784,121,126,244,177,116,200,,-,-,,medium,no data,no data,41,16,,,,,
Puli,,,,herding,,156,,27,Above average,15-25,>70,,no data,-,,none,0,none,,5,,no data,913,mid-price,700,1000,no data,no data,no data,no data,no data,no data,"1,020",784,121,126,244,177,116,200,,-,-,,medium,no data,no data,42,16.5,,,,,
Pyrenean Shepherd,,,,herding,,162,,no data,no data,no data,no data,,no data,-,,no data,no data,no data,,3,,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"1,020",784,121,126,244,177,116,200,,-,-,,medium,no data,no data,46,18,,,,,
Redbone Coonhound,,,,hound,,126,,no data,no data,no data,no data,,no data,-,,none,0,none,,3,,no data,425,budget,300,700,no data,no data,no data,no data,no data,no data,"1,020",784,121,126,244,177,116,200,,-,-,,large,no data,no data,61,24,,,,,
Rhodesian Ridgeback,,,,hound,,44,,52,Average,25-40,>50,,9.1,10,,"birth defects, hip problems",2,"dermoid sinus, Hip dysplasia",,3,,"14,026",995,mid-price,750,1300,5.75,4,7.5,7.48,"3,551","9,280","1,020",784,121,126,244,177,116,200,,week,medium,,large,35,77.5,65,25.5,,,,,
Rottweiler,,,,working,,10,,9,Brightest,<5,>95,,9.11,654,,"heart, elbow, hip problems",3,"Subaortic stenosis, Elbow dysplasia - OCD of the elbow, Hip dysplasia",,2,,"16,017","1,118",mid-price,300,1800,8.75,7.5,10,11.38,"5,410","9,290","1,020",784,121,126,244,177,116,200,,week,medium,,large,no data,no data,62,24.5,,,,,
Saint Bernard,,,,working,,49,,65,Fair,40-80,>30,,7.78,93,,"heart, hip disorders, fatal stomach bloat",3,"Dilated cardiomyopathy, Gastric dilatation-volvulus, Hip dysplasia",,4,,"16,929",875,mid-price,450,1500,15,15,15,19.51,"7,920","7,934","1,020",784,121,126,244,177,116,200,,day,high,,large,70,155,67,26.5,,,,,
Saluki,,,,hound,,117,,43,Average,25-40,>50,,12,132,,none,0,none,,2,,"21,088","1,525",high-end,1000,1800,8.75,7.5,10,11.38,"7,126","12,237","1,020",784,121,126,244,177,116,200,,day,high,,medium,no data,no data,58,23,,lower end of range for males (23-28). females smaller,,,
Samoyed,,,,working,,69,,33,Above average,15-25,>70,,12.44,232,,hip problems,1,hip dysplasia,,4,,"21,435","1,162",mid-price,795,1400,8.75,7.5,10,11.38,"7,387","12,686","1,020",784,121,126,244,177,116,200,,week,high,,medium,no data,no data,54,21.25,,,,,
Schipperke,,,,non-sporting,,105,,15,Excellent,15-May,>85,,13,36,,"hair loss, diabetes, skin problems",4,"colour dilution alopecia, Diabetes mellitus, Follicular dysplasias, Pemphigus",,3,,no data,658,budget,300,975,no data,no data,no data,no data,no data,"13,257","1,020",784,121,126,244,177,116,200,,-,-,,small,no data,no data,29,11.5,,,,,
Scottish Deerhound,,,,hound,,142,,47,Average,25-40,>50,,8.7,300,,"heart problems, fatal stomach bloat",2,"Dilated cardiomyopathy, Gastric dilatation-volvulus",,2,,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"8,872","1,020",784,121,126,244,177,116,200,,-,-,,large,42,92.5,no data,no data,,,,,
Scottish Terrier,,,,terrier,,54,,65,Fair,40-80,>30,,10.69,342,,blood clotting disorder,1,von Willebrand's disease,,4,,"14,832",829,mid-price,400,2200,4,4,4,5.2,"2,902","10,901","1,020",784,121,126,244,177,116,200,,day,medium,,small,9,20,25,10,,,,,
Sealyham Terrier,,,,terrier,,163,,56,Fair,40-80,>30,,12.25,12,,eye problems,1,Retinal dysplasia,,4,,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"12,492","1,020",784,121,126,244,177,116,200,,-,-,,small,11,24,27,10.5,,,,,
Shetland Sheepdog,,,,herding,,20,,6,Brightest,<5,>95,,12.53,439,,"eye problems, deafness, skin + heart problems, blood clotting disorders",5,"Collie eye anomaly (CEA), deafness, Dermatomyositis and ulcerative dermatosis, Patent ductus arteriosus (PDA), von Willebrand's disease",,4,,no data,465,budget,150,1000,no data,no data,no data,no data,no data,"12,777","1,020",784,121,126,244,177,116,200,,-,-,,small,no data,no data,37,14.5,,,,,
Shiba Inu,,,,non-sporting,,53,,no data,no data,no data,no data,,7,3,,hip problems,1,hip dysplasia,,3,,no data,890,mid-price,650,1400,no data,no data,no data,no data,no data,"7,138","1,020",784,121,126,244,177,116,200,,-,-,,small,9,20,38,15,,,,,
Shih Tzu,,,,toy,,11,,70,Lowest,80-100,<25,,13.2,97,,eye problems,1,"Exposure keratopathy syndrome (exophthalmos, lagophthalmos, and/or macroblepharon)",,6,,"17,826",583,budget,275,1200,4,4,4,5.2,"3,583","13,461","1,020",784,121,126,244,177,116,200,,day,high,,small,6,12.5,25,9.75,,,,,
Siberian Husky,,,,working,,16,,45,Average,25-40,>50,,12.58,129,,none,0,none,,2,,"18,587",650,budget,450,1000,5.75,4,7.5,7.48,"4,909","12,828","1,020",784,121,126,244,177,116,200,,-,high,,medium,22,47.5,55,21.75,,Longevity based on UK KC Survey 2004,UK Kennel Club survey 2004,http://www.thekennelclub.org.uk/item/549,
Silky Terrier,,,,toy,,85,,37,Above average,15-25,>70,,14.25,3,,none,0,none,,4,,no data,448,budget,250,500,no data,no data,no data,no data,no data,"14,531","1,020",784,121,126,244,177,116,200,,-,-,,small,5,10,24,9.5,,,,,
Skye Terrier,,,,terrier,,164,,55,Fair,40-80,>30,,11,37,,none,0,none,,4,,no data,550,budget,500,600,no data,no data,no data,no data,no data,"11,217","1,020",784,121,126,244,177,116,200,,-,-,,small,18,40,25,9.75,,,,,
Smooth Fox Terrier,,,,terrier,,113,,40,Average,25-40,>50,,13.17,44,,none,0,none,,3,,no data,575,budget,450,750,no data,no data,no data,no data,no data,"13,430","1,020",784,121,126,244,177,116,200,,-,-,,small,8,17.5,38,15,,"Longevity: All fox terriers. Size: a full-sized, well balanced dog should not exceed 15½ inches at the withers--the bitch being proportionately lower. A dog with these measurements should scale 18 pounds in show condition--a bitch weighing some two pounds less-with a margin of one pound either way.",,,
Soft-Coated Wheaten Terrier,,,,terrier,,52,,40,Average,25-40,>50,,12.16,345,,none,0,none,,4,,no data,832,mid-price,675,1000,no data,no data,no data,no data,no data,"12,400","1,020",784,121,126,244,177,116,200,,-,-,,medium,16,35,46,18,,,,,
Spinone Italiano,,,,sporting,,123,,no data,no data,no data,no data,,9,47,,no data,no data,no data,,3,,no data,"1,725",high-end,1100,2000,no data,no data,no data,no data,no data,"9,178","1,020",784,121,126,244,177,116,200,,-,-,,large,no data,no data,62,24.5,,4 dogs for sale only,,,
Staffordshire Bull Terrier,,,,terrier,,76,,49,Average,25-40,>50,,12.05,157,,hip problems,1,hip dysplasia,,1,,"18,335","1,145",mid-price,500,1500,5.75,4,7.5,7.48,"4,702","12,288","1,020",784,121,126,244,177,116,200,,week,high,,medium,14,31,38,15,,,,,
Standard Schnauzer,,,,working,,91,,18,Excellent,15-May,>85,,no data,-,,hip problems,1,hip dysplasia,,3,,no data,855,mid-price,50,1500,no data,no data,no data,no data,no data,no data,"1,020",784,121,126,244,177,116,200,,-,-,,medium,no data,no data,47,18.5,,,,,
Sussex Spaniel,,,,sporting,,161,,no data,no data,no data,no data,,11.17,42,,none,0,none,,4,,no data,no data,no data,no data,no data,5.75,4,7.5,7.48,"4,359","11,390","1,020",784,121,126,244,177,116,200,,week,low,,small,18,40,36,14,,,,,
Swedish Vallhund,,,,herding,,153,,no data,no data,no data,no data,,14.17,7,,no data,no data,no data,,3,,"19,269",772,mid-price,550,1000,4,4,4,5.2,"3,847","14,450","1,020",784,121,126,244,177,116,200,,week,high,,small,no data,no data,32,12.5,,,,,
Tibetan Mastiff,,,,working,,122,,no data,no data,no data,no data,,11.92,10,,no data,no data,no data,,2,,"20,467","3,460",high-end,800,6500,5.75,4,7.5,7.48,"4,652","12,155","1,020",784,121,126,244,177,116,200,,week,high,,large,no data,no data,64,25,,5 dogs for sale only,,,
Tibetan Spaniel,,,,non-sporting,,114,,46,Average,25-40,>50,,14.42,125,,none,0,none,,5,,"21,582","1,050",mid-price,500,2000,5.75,4,7.5,7.48,"5,627","14,705","1,020",784,121,126,244,177,116,200,,week,high,,small,5,12,25,10,,,,,
